Etablissement;Annee;Ville;UAI;Code commune;Academie;Departement;Secteur;Presents - L;Presents - ES;Presents - S;Presents - STG;Presents - STI2D;Presents - STD2A;Presents - STMG;Presents - STI;Presents - STL;Presents - ST2S;Presents - TMD;Presents - STHR;Presents - Toutes series;Taux de reussite - L;Taux de reussite - ES;Taux de reussite - S;Taux de reussite - STG;Taux de reussite - STI2D;Taux de reussite - STD2A;Taux de reussite - STMG;Taux de reussite - STI;Taux de reussite - STL;Taux de reussite - ST2S;Taux de reussite - TMD;Taux de reussite - STHR;Taux de reussite - Toutes series;Taux de reussite attendu acad - L;Taux de reussite attendu acad - ES;Taux de reussite attendu acad - S;Taux de reussite attendu acad - STG;Taux de reussite attendu acad - STI2D;Taux de reussite attendu acad - STD2A;Taux de reussite attendu acad - STMG;Taux de reussite attendu acad - STI;Taux de reussite attendu acad - STL;Taux de reussite attendu acad - ST2S;Taux de reussite attendu acad - TMD;Taux de reussite attendu acad - STHR;Taux de reussite attendu acad - Toutes series;Taux de reussite attendu france - L;Taux de reussite attendu france - ES;Taux de reussite attendu france - S;Taux de reussite attendu france - STG;Taux de reussite attendu france - STI2D;Taux de reussite attendu france - STD2A;Taux de reussite attendu france - STMG;Taux de reussite attendu france - STI;Taux de reussite attendu france - STL;Taux de reussite attendu france - ST2S;Taux de reussite attendu france - TMD;Taux de reussite attendu france - STHR;Taux de reussite attendu france - Toutes series;Taux de mentions - L;Taux de mentions - ES;Taux de mentions - S;Taux de mentions - STI2D;Taux de mentions - STD2A;Taux de mentions - STMG;Taux de mentions - STL;Taux de mentions - ST2S;Taux de mentions - TMD;Taux de mentions - STHR;Taux de mentions - Toutes series;Taux de mentions attendu - L;Taux de mentions attendu - ES;Taux de mentions attendu - S;Taux de mentions attendu - STI2D;Taux de mentions attendu - STD2A;Taux de mentions attendu - STMG;Taux de mentions attendu - STL;Taux de mentions attendu - ST2S;Taux de mentions attendu - TMD;Taux de mentions attendu - STHR;Taux de mentions attendu - Toutes series;Structure pedagogique 5 groupes;Structure pedagogique 7 groupes;Pourcentage bacheliers sortants 2de 1re Terminale Etablissement;Pourcentage bacheliers sortants Terminales Etablissement;Pourcentage bacheliers sortants 2de 1re Terminale Acad;Pourcentage bacheliers sortants Terminale Acad;Pourcentage bacheliers sortants 2de 1re Terminale France;Pourcentage bacheliers sortants Terminale France;Effectif de seconde;Effectif de premiere;Effectif de terminale;Taux d'acces 2nde-bac;Taux d'acces attendu acad 2nde-bac;Taux d'acces attendu france 2nde-bac;Taux d'acces 1ere-bac;Taux d'acces attendu acad 1ere-bac;Taux d'acces attendu france 1ere-bac;Taux d'acces terminale-bac;Taux d'acces attendu france terminale-bac;Region;Code region;code_departement;Departement.1;Valeur ajoutee du taux de reussite - Toutes series;Valeur ajoutee du taux d'acces 2nde-bac;Valeur ajoutee du taux de mentions - Toutes series;Valeur ajoutee du taux de reussite - L;Valeur ajoutee du taux de reussite - ES;Valeur ajoutee du taux de reussite - S;Valeur ajoutee du taux de reussite - STG;Valeur ajoutee du taux de reussite - STI2D;Valeur ajoutee du taux de reussite - STD2A;Valeur ajoutee du taux de reussite - STMG;Valeur ajoutee du taux de reussite - STI;Valeur ajoutee du taux de reussite - STL;Valeur ajoutee du taux de reussite - ST2S;Valeur ajoutee du taux de reussite - TMD;Valeur ajoutee du taux de reussite - STHR;Valeur ajoutee du taux d'acces 1ere-bac;Valeur ajoutee du taux d'acces terminale-bac;Valeur ajoutee du taux de mentions - L;Valeur ajoutee du taux de mentions - ES;Valeur ajoutee du taux de mentions - S;Valeur ajoutee du taux de mentions - STI2D;Valeur ajoutee du taux de mentions - STD2A;Valeur ajoutee du taux de mentions - STMG;Valeur ajoutee du taux de mentions - STL;Valeur ajoutee du taux de mentions - ST2S;Valeur ajoutee du taux de mentions - TMD;Valeur ajoutee du taux de mentions - STHR;Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
LYCEE CAMILLE SEE;2019;PARIS 15;0750694X;75115;PARIS;Paris;PU;11.0;57.0;43.0;;;;;;;;;;111;91.0;89.0;93.0;;;;;;;;;;91;;;;;;;;;;;;;;91;87;88;;;;;;;;;;88;55.0;47.0;40.0;;;;;;;;45.0;40;29;39;;;;;;;;34;;A;;;;;;;201.0;128.0;139.0;83;;75;91.0;;85;95.0;91;Ile-de-France;11;75;Paris;3;8;11;0;2;5;;;;;;;;;;6;4;15;18;1;;;;;;;;0750694X;Lycée Camille Sée;Lycée;Public;11 rue Léon Lhermitte;;75015 Paris;75015.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 48 28 13 37;01 45 33 28 54;http://camille-see.fr;ce.0750694X@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750694200014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18506;48.8429580836,2.29693002378;SANS OBJET;Paris;Paris;Ile-de-France;648400.3;6860553.1;EPSG:2154;;48.84295808360027;2.296930023784056;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752318M;;;01000;BASSIN PARIS
LYCEE EMILE DUBOIS;2019;PARIS 14;0750692V;75114;PARIS;Paris;PU;;;;;;;68.0;;;92.0;;;160;;;;;;;85.0;;;89.0;;;88;;;;;;;;;;;;;;;;;;;;88;;;84.0;;;86;;;;;;32.0;;40.0;;;37.0;;;;;;32;;29.0;;;30;;F;;;;;;;94.0;152.0;158.0;63;;75;88.0;;87;91.0;94;Ile-de-France;11;75;Paris;2;-12;7;;;;;;;-3;;;5;;;1;-3;;;;;;0;;11;;;0750692V;Lycée Emile Dubois;Lycée;Public;14 rue Emile Dubois;;75014 Paris;75014.0;75100;Paris;075;1.0;11.0;;;0.0;1.0;0.0;01 44 16 85 90;01 44 16 85 99;http://www.ac-paris.fr/serail/jcms/s2_271306/ee-lg-emile-dubois-portail;ce.0750692v@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750692600017.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17977;48.8317749078,2.33685964241;SANS OBJET;Paris;Paris;Ile-de-France;651320.3;6859284.3;EPSG:2154;;48.83177490777263;2.3368596424123926;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0750692V;;;01000;BASSIN PARIS
ECOLE INTERNATIONAL BILINGUE;2019;PARIS 17;0752937K;75117;PARIS;Paris;PR;28.0;51.0;53.0;;;;;;;;;;132;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;99;98;98;;;;;;;;;;98;93.0;94.0;94.0;;;;;;;;94.0;83;69;78;;;;;;;;76;;A;;;;;;;20.0;27.0;117.0;91;;89;99.0;;95;100.0;99;Ile-de-France;11;75;Paris;2;2;18;1;2;2;;;;;;;;;;4;1;10;25;16;;;;;;;;0752937K;Ecole internationale bilingue-Etoile;Lycée;Privé;9 rue Villaret de Joyeuse;;75017 Paris;75017.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 63 30 73;01 45 62 36 05;http://www.eibparis.fr;lycee@eibparis.fr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;0.0;31977275200030.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18975;48.8770358469,2.28997986401;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;647924.3;6864346.8;EPSG:2154;;48.87703584688098;2.2899798640148927;Numéro de rue;1980-09-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
LYCEE LOUISE DE MARILLAC;2019;PARIS 05;0753827C;75105;PARIS;Paris;PR;9.0;31.0;61.0;;;;;;;;;;101;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;ND;98;98;;;;;;;;;;98;78.0;90.0;77.0;;;;;;;;81.0;ND;76;79;;;;;;;;78;;A;;;;;;;133.0;112.0;118.0;86;;90;98.0;;96;100.0;99;Ile-de-France;11;75;Paris;2;-4;3;ND;2;2;;;;;;;;;;2;1;ND;14;-2;;;;;;;;0753827C;Lycée privé Louise de Marillac;Lycée;Privé;32 rue Geoffroy Saint Hilaire;;75005 Paris;75005.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 43 31 94 01;01 43 31 16 97;http://www.rosalie-marillac.com;info@rosalie-marillac.com;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;32133701600034;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15760;48.840802462,2.35623016553;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;652750.4;6860276.3;EPSG:2154;;48.8408024619824;2.3562301655291447;Numéro de rue;1968-02-28;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
LYCEE LA ROCHEFOUCAULD;2019;PARIS 07;0753851D;75107;PARIS;Paris;PR;;70.0;67.0;;;;;;;;;;137;;100.0;99.0;;;;;;;;;;99;;;;;;;;;;;;;;;99;98;;;;;;;;;;99;;91.0;81.0;;;;;;;;86.0;;82;77;;;;;;;;80;;A;;;;;;;144.0;138.0;137.0;87;;91;94.0;;96;99.0;99;Ile-de-France;11;75;Paris;0;-4;6;;1;1;;;;;;;;;;-2;0;;9;4;;;;;;;;0753851D;Lycée privé La Rochefoucauld;Lycée;Privé;90 bis rue Saint-Dominique;;75007 Paris;75007.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 55 80 20;01 45 55 53 84;http://www.laroche.org;info@laroche.org;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;78430847000029.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7825;48.8593964246,2.30567954169;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;649058.5;6862375.2;EPSG:2154;;48.85939642463724;2.3056795416851394;Numéro de rue;1968-03-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
ECOLE ACTIVE JEANNINE MANUEL;2019;PARIS 15;0753874D;75115;PARIS;Paris;PR;9.0;52.0;82.0;;;;;;;;;;143;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;ND;ND;ND;;;;;;;;;;ND;100.0;100.0;99.0;;;;;;;;99.0;ND;ND;ND;;;;;;;;ND;;A;;;;;;;208.0;153.0;149.0;99;;ND;99.0;;ND;100.0;ND;Ile-de-France;11;75;Paris;ND;ND;ND;ND;ND;ND;;;;;;;;;;ND;ND;ND;ND;ND;;;;;;;;0753874D;Ecole active bilingue Jeannine Manuel;Lycée;Privé;70 rue du Théâtre;;75015 Paris;75015.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 37 00 80;01 45 79 06 66;http://www.eabjm.org;admissions@eabjm.net;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;0.0;33086327500054.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10374;48.84775113,2.29088988257;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;647961.8;6861090.0;EPSG:2154;;48.84775113004014;2.2908898825734028;Numéro de rue;1968-03-12;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
LYCEE MAXIMILIEN VOX-ART-DESSIN (GENERAL ET TECHNO.);2019;PARIS 06;0750502N;75106;PARIS;Paris;PU;;;;;;74.0;;;;;;;74;;;;;;100.0;;;;;;;100;;;;;;;;;;;;;;;;;;;99.0;;;;;;;99;;;;;73.0;;;;;;73.0;;;;;72.0;;;;;;72;;D;;;;;;;74.0;75.0;73.0;100;;97;100.0;;98;100.0;99;Ile-de-France;11;75;Paris;1;3;1;;;;;;1.0;;;;;;;2;1;;;;;1.0;;;;;;0750502N;Lycée Maximilien Vox;Lycée;Public;5 rue Madame;;75006 Paris;75006.0;75100;Paris;075;1.0;11.0;;;0.0;1.0;0.0;01 45 49 78 78;;http://www.lyceemaximilienvox.com;ce.0750502n@ac-paris.fr;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;1.0;19750502700015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14498;48.8518741914,2.33206024826;SANS OBJET;Paris;Paris;Ile-de-France;650986.9;6861522.1;EPSG:2154;;48.8518741913736;2.332060248262044;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;306.0;LYCEE POLYVALENT;99;0752527P;;;01000;BASSIN PARIS
LYCEE VICTOR DURUY;2019;PARIS 07;0750662M;75107;PARIS;Paris;PU;54.0;124.0;136.0;;;;;;;;;;314;98.0;99.0;100.0;;;;;;;;;;99;;;;;;;;;;;;;;99;97;98;;;;;;;;;;98;80.0;73.0;76.0;;;;;;;;75.0;82;67;77;;;;;;;;74;;A;;;;;;;359.0;342.0;340.0;94;;89;97.0;;96;99.0;98;Ile-de-France;11;75;Paris;1;5;1;-1;2;2;;;;;;;;;;1;1;-2;6;-1;;;;;;;;0750662M;Lycée Victor Duruy;Lycée;Public;33 boulevard des Invalides;;75007 Paris;75007.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 40 62 31 31;01 40 62 31 05;http://www.victor-duruy.org;proviseur.vduruy@laposte.net;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;1.0;19750662900017.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3322;48.852291315,2.31485062767;SANS OBJET;Paris;Paris;Ile-de-France;649724.5;6861579.3;EPSG:2154;;48.85229131504307;2.314850627670927;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752528R;;;01000;BASSIN PARIS
LYCEE CONDORCET;2019;PARIS 09;0750667T;75109;PARIS;Paris;PU;17.0;52.0;100.0;;;;;;;;;;169;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;99;99;99;;;;;;;;;;99;94.0;96.0;98.0;;;;;;;;97.0;89;87;86;;;;;;;;87;;A;;;;;;;180.0;177.0;174.0;96;;92;98.0;;97;100.0;99;Ile-de-France;11;75;Paris;1;4;10;1;1;1;;;;;;;;;;1;1;5;9;12;;;;;;;;0750667T;Lycée Condorcet;Lycée;Public;8 rue du Havre;;75009 Paris;75009.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 48 74 25 95;01 48 74 62 94;https://www.ac-paris.fr/serail/jcms/s2_2323780/fr/lycee-condorcet-paris-9e;ce.0750667t@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;19750667800014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1757;48.8748066996,2.32693014149;SANS OBJET;Paris;Paris;Ile-de-France;650632.2;6864075.2;EPSG:2154;;48.87480669959875;2.326930141487768;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752532V;;;01000;BASSIN PARIS
LYCEE EDGAR QUINET (GENERAL ET TECHNO.);2019;PARIS 09;0750671X;75109;PARIS;Paris;PU;12.0;19.0;22.0;;;;80.0;;;;;;133;83.0;79.0;50.0;;;;85.0;;;;;;78;;;;;;;;;;;;;;92;82;77;;;;82;;;;;;82;25.0;11.0;9.0;;;24.0;;;;;20.0;44;20;22;;;25;;;;;25;;B;;;;;;;155.0;130.0;147.0;68;;66;80.0;;73;83.0;81;Ile-de-France;11;75;Paris;-4;2;-5;-9;-3;-27;;;;3;;;;;;7;2;-19;-9;-13;;;-1;;;;;0750671X;Lycée Edgar Quinet;Lycée;Public;63 rue des Martyrs;;75009 Paris;75009.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 48 78 55 17;01 48 78 74 96;http://lyc-edgar-quinet.ac-paris.fr;ce.0750671x@ac-paris.fr;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750671000015.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15574;48.8812577413,2.3398703113;SANS OBJET;Paris;Paris;Ile-de-France;651587.3;6864784.5;EPSG:2154;;48.88125774131137;2.339870311301537;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;1.0;0.0;;306.0;LYCEE POLYVALENT;99;0752533W;;;01000;BASSIN PARIS
LYCEE EDGAR QUINET (GENERAL ET TECHNO.);2019;PARIS 09;0750671X;75109;PARIS;Paris;PU;12.0;19.0;22.0;;;;80.0;;;;;;133;83.0;79.0;50.0;;;;85.0;;;;;;78;;;;;;;;;;;;;;92;82;77;;;;82;;;;;;82;25.0;11.0;9.0;;;24.0;;;;;20.0;44;20;22;;;25;;;;;25;;B;;;;;;;155.0;130.0;147.0;68;;66;80.0;;73;83.0;81;Ile-de-France;11;75;Paris;-4;2;-5;-9;-3;-27;;;;3;;;;;;7;2;-19;-9;-13;;;-1;;;;;0750671X;Section d'enseignement professionnel du lycée Edgar Quinet;Lycée;Public;24 rue Duperré;;75009 Paris;75009.0;75100;Paris;075;1.0;11.0;;;0.0;0.0;1.0;01 48 74 61 43;01 48 78 54 11;http://lyc-edgar-quinet.ac-paris.fr;ce.0750671x@ac-paris.fr;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750671000015.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8865;48.8812577413,2.3398703113;SANS OBJET;Paris;Paris;Ile-de-France;651587.3;6864784.5;EPSG:2154;;48.88125774131137;2.339870311301537;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;1.0;0.0;;306.0;LYCEE POLYVALENT;99;0752533W;;;01000;BASSIN PARIS
LYCEE COLBERT;2019;PARIS 10;0750673Z;75110;PARIS;Paris;PU;50.0;68.0;62.0;;;;;;;;;;180;94.0;84.0;77.0;;;;;;;;;;84;;;;;;;;;;;;;;91;85;70;;;;;;;;;;82;30.0;25.0;16.0;;;;;;;;23.0;40;25;16;;;;;;;;26;;A;;;;;;;285.0;190.0;189.0;86;;71;92.0;;82;94.0;87;Ile-de-France;11;75;Paris;2;15;-3;3;-1;7;;;;;;;;;;10;7;-10;0;0;;;;;;;;0750673Z;Lycée Colbert;Lycée;Public;27 rue Château Landon;;75010 Paris;75010.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 89 88 20;01 40 37 45 48;http://lyc-colbert.ac-paris.fr;ce.0750673Z@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750673600010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9426;48.8826973432,2.36340986335;SANS OBJET;Paris;Paris;Ile-de-France;653314.9;6864930.4;EPSG:2154;;48.88269734321177;2.3634098633460203;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0753047E;;;01000;BASSIN PARIS
LYCEE GABRIEL FAURE;2019;PARIS 13;0750684L;75113;PARIS;Paris;PU;31.0;69.0;68.0;;;;;;;;;;168;97.0;91.0;81.0;;;;;;;;;;88;;;;;;;;;;;;;;91;90;82;;;;;;;;;;87;39.0;42.0;25.0;;;;;;;;35.0;36;35;25;;;;;;;;31;;A;;;;;;;240.0;173.0;165.0;84;;79;88.0;;89;91.0;93;Ile-de-France;11;75;Paris;1;5;4;6;1;-1;;;;;;;;;;-1;-2;3;7;0;;;;;;;;0750684L;Lycée Gabriel Fauré;Lycée;Public;81 avenue de Choisy;;75013 Paris;75013.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 85 22 98;01 45 84 14 21;http://www.ac-paris.fr/serail/jcms/s1_718279/le-lycee;ce.0750684L@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750684300014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9544;48.8240506323,2.36140042828;SANS OBJET;Paris;Paris;Ile-de-France;653114.8;6858410.6;EPSG:2154;;48.82405063234738;2.3614004282793437;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0750684L;;;01000;BASSIN PARIS
LYCEE PAUL BERT;2019;PARIS 14;0750689S;75114;PARIS;Paris;PU;31.0;44.0;45.0;;;;23.0;;;;;;143;81.0;91.0;80.0;;;;87.0;;;;;;85;;;;;;;;;;;;;;91;88;80;;;;79;;;;;;85;29.0;27.0;27.0;;;13.0;;;;;25.0;41;34;22;;;25;;;;;30;;B;;;;;;;167.0;161.0;145.0;76;;81;83.0;;88;85.0;91;Ile-de-France;11;75;Paris;0;-5;-5;-10;3;0;;;;8;;;;;;-5;-6;-12;-7;5;;;-12;;;;;0750689S;Lycée Paul Bert;Lycée;Public;7 rue Huyghens;;75014 Paris;75014.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 43 20 32 64;01 43 20 73 51;http://www.paul-bert.paris/;ce.0750689S@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750689200011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.956;48.8408406765,2.32881986827;SANS OBJET;Paris;Paris;Ile-de-France;650738.7;6860297.3;EPSG:2154;;48.84084067645433;2.3288198682655965;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0750692V;;;01000;BASSIN PARIS
LYCEE AUGUSTE RENOIR;2019;PARIS 18;0750710P;75118;PARIS;Paris;PU;;;;;;60.0;;;;;;;60;;;;;;92.0;;;;;;;92;;;;;;;;;;;;;;;;;;;97.0;;;;;;;97;;;;;47.0;;;;;;47.0;;;;;55.0;;;;;;55;;D;;;;;;;60.0;60.0;61.0;92;;93;93.0;;96;95.0;97;Ile-de-France;11;75;Paris;-5;-1;-8;;;;;;-5.0;;;;;;;-3;-2;;;;;-8.0;;;;;;0750710P;Lycée technologique d'Arts appliqués Auguste Renoir;Lycée;Public;24 rue Ganneron;;75018 Paris;75018.0;75100;Paris;075;1.0;11.0;;;0.0;1.0;0.0;01 40 08 45 60;01 40 08 45 73;http://ecole-lycee-renoir-paris.fr;ce.0750710p@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;19750710600015.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1968;48.886883457,2.3281404949;SANS OBJET;Paris;Paris;Ile-de-France;650732.4;6865417.3;EPSG:2154;;48.88688345696886;2.3281404949039985;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;301.0;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;99;0752533W;;;01000;BASSIN PARIS
LYCEE PAUL CLAUDEL D'HULST;2019;PARIS 07;0753809H;75107;PARIS;Paris;PR;39.0;61.0;54.0;;;;;;;;;;154;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;99;98;98;;;;;;;;;;98;92.0;85.0;93.0;;;;;;;;90.0;86;78;76;;;;;;;;79;;A;;;;;;;217.0;176.0;157.0;82;;89;93.0;;95;99.0;99;Ile-de-France;11;75;Paris;2;-7;11;1;2;2;;;;;;;;;;-2;0;6;7;17;;;;;;;;0753809H;Lycée privé Paul Claudel-d'Hulst;Lycée;Privé;21 rue de Varenne;;75007 Paris;75007.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 48 34 67;0145 49 90 45;http://www.paulclaudel-hulst.fr;info@paulclaudel-hulst.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;32010218900018.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10706;48.856982818,2.31966010505;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;650081.9;6862097.9;EPSG:2154;;48.856982818019645;2.3196601050484498;Numéro de rue;1968-03-05;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
